"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	17	2277860	Unreliable	0.435	1.195	0.181	Unreliable	0.374	1.064	0.162
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	141	2277860	6.190	5.168	7.212	0.521	6.847	5.679	8.016	0.596
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	154	2277860	6.761	5.693	7.829	0.545	4.646	3.881	5.411	0.390
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	129	2277860	5.663	4.686	6.641	0.499	6.038	4.966	7.110	0.547
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	26	2277860	1.141	0.746	1.672	0.224	1.233	0.798	1.820	0.248
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	103	2277860	4.522	3.649	5.395	0.446	4.811	3.855	5.767	0.488
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	16	2277860	Unreliable	0.401	1.141	0.176	Unreliable	0.408	1.159	0.181
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	21	2277860	0.922	0.571	1.409	0.201	0.918	0.553	1.434	0.208
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	20	2277860	0.878	0.536	1.356	0.196	0.883	0.523	1.395	0.206
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	32	2277860	1.405	0.961	1.983	0.248	1.081	0.729	1.543	0.197
	"Minnesota"	"27"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	43	2277860	1.888	1.366	2.543	0.288	1.302	0.930	1.772	0.206
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	61	79008	77.207	59.057	99.176	9.885	172.181	125.106	231.144	25.902
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	14	79008	Unreliable	9.688	29.731	4.736	Unreliable	19.368	74.275	12.924
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	79008	Unreliable	6.070	23.277	4.002	Unreliable	10.537	43.742	7.724
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	70	79008	88.599	69.067	111.939	10.590	199.145	147.330	263.280	28.366
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	53	79008	67.082	50.249	87.744	9.214	156.450	110.713	214.740	25.462
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	32	79008	40.502	27.704	57.177	7.160	101.796	64.530	152.744	21.223
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	26	79008	32.908	21.497	48.218	6.454	82.928	49.928	129.502	19.087
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	25	79008	31.642	20.477	46.710	6.328	80.828	47.904	127.743	18.971
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Other heart diseases (I26-I51)"	"GR113-064"	19	79008	Unreliable	14.479	37.554	5.517	Unreliable	26.874	86.307	13.752
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	16	79008	Unreliable	11.575	32.887	5.063	Unreliable	22.354	80.125	13.345
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	14	79008	Unreliable	9.688	29.731	4.736	Unreliable	18.165	69.664	12.132
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	79008	Unreliable	6.070	23.277	4.002	Unreliable	11.109	56.929	10.495
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"All other diseases (Residual) "	"GR113-111"	26	79008	32.908	21.497	48.218	6.454	82.941	49.156	131.083	19.444
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	41	79008	51.893	37.240	70.399	8.104	72.450	49.871	101.747	12.541
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	16	79008	Unreliable	11.575	32.887	5.063	Unreliable	12.693	45.494	7.509
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	16	79008	Unreliable	11.575	32.887	5.063	Unreliable	12.693	45.494	7.509
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	25	79008	31.642	20.477	46.710	6.328	47.012	29.462	71.177	10.044
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	18	79008	Unreliable	13.502	36.006	5.370	Unreliable	19.977	54.907	8.403
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	15	79008	Unreliable	10.626	31.314	4.902	Unreliable	8.744	29.559	4.806
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	13	79008	Unreliable	8.761	28.137	4.564	Unreliable	7.699	27.595	4.685
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	10	79008	Unreliable	6.070	23.277	4.002	Unreliable	4.024	16.704	2.954
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	51	2208673	2.309	1.719	3.036	0.323	2.333	1.737	3.067	0.328
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Septicemia (A40-A41)"	"GR113-010"	158	2208673	7.154	6.038	8.269	0.569	6.905	5.821	7.989	0.553
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Viral hepatitis (B15-B19)"	"GR113-015"	59	2208673	2.671	2.034	3.446	0.348	2.368	1.794	3.068	0.313
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	11	2208673	Unreliable	0.249	0.891	0.150	Unreliable	0.234	0.840	0.144
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	62	2208673	2.807	2.152	3.599	0.357	2.668	2.036	3.434	0.343
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5304	2208673	240.144	233.681	246.607	3.297	230.378	224.115	236.640	3.195
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	76	2208673	3.441	2.711	4.307	0.395	3.176	2.498	3.981	0.367
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	222	2208673	10.051	8.729	11.373	0.675	9.385	8.137	10.634	0.637
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	79	2208673	3.577	2.832	4.458	0.402	3.509	2.769	4.386	0.399
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	460	2208673	20.827	18.924	22.730	0.971	20.004	18.154	21.854	0.944
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	183	2208673	8.286	7.085	9.486	0.612	7.545	6.437	8.652	0.565
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	376	2208673	17.024	15.303	18.745	0.878	16.123	14.471	17.774	0.843
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	46	2208673	2.083	1.525	2.778	0.307	1.935	1.411	2.589	0.289
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	1297	2208673	58.723	55.527	61.919	1.631	55.486	52.436	58.536	1.556
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant melanoma of skin (C43)"	"GR113-028"	110	2208673	4.980	4.050	5.911	0.475	4.570	3.706	5.434	0.441
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	586	2208673	26.532	24.384	28.680	1.096	26.346	24.204	28.489	1.093
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	173	2208673	7.833	6.666	9.000	0.596	7.371	6.260	8.482	0.567
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	179	2208673	8.104	6.917	9.292	0.606	8.012	6.832	9.191	0.602
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	178	2208673	8.059	6.875	9.243	0.604	7.631	6.492	8.771	0.581
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	674	2208673	30.516	28.212	32.820	1.175	30.009	27.724	32.294	1.166
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hodgkin disease (C81)"	"GR113-038"	17	2208673	Unreliable	0.448	1.232	0.187	Unreliable	0.460	1.266	0.194
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	244	2208673	11.047	9.661	12.434	0.707	10.910	9.530	12.291	0.704
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Leukemia (C91-C95)"	"GR113-040"	273	2208673	12.360	10.894	13.827	0.748	12.141	10.688	13.594	0.741
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	139	2208673	6.293	5.247	7.340	0.534	6.144	5.113	7.175	0.526
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	661	2208673	29.927	27.646	32.209	1.164	28.999	26.767	31.231	1.139
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	192	2208673	8.693	7.463	9.923	0.627	8.609	7.386	9.833	0.624
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Anemias (D50-D64)"	"GR113-045"	40	2208673	1.811	1.294	2.466	0.286	1.809	1.292	2.463	0.286
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	494	2208673	22.366	20.394	24.339	1.006	21.629	19.705	23.553	0.982
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	16	2208673	Unreliable	0.414	1.176	0.181	Unreliable	0.406	1.152	0.178
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malnutrition (E40-E46)"	"GR113-048"	14	2208673	Unreliable	0.347	1.064	0.169	Unreliable	0.344	1.057	0.169
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Parkinson disease (G20-G21)"	"GR113-051"	393	2208673	17.793	16.034	19.553	0.898	18.013	16.228	19.798	0.911
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Alzheimer disease (G30)"	"GR113-052"	644	2208673	29.158	26.906	31.410	1.149	29.257	26.993	31.521	1.155
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	6054	2208673	274.101	267.197	281.006	3.523	266.989	260.214	273.764	3.456
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4766	2208673	215.786	209.659	221.912	3.126	209.914	203.909	215.919	3.064
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	40	2208673	1.811	1.294	2.466	0.286	1.814	1.296	2.470	0.288
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease (I11)"	"GR113-056"	151	2208673	6.837	5.746	7.927	0.556	6.665	5.589	7.740	0.549
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	24	2208673	1.087	0.696	1.617	0.222	1.105	0.708	1.645	0.227
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3064	2208673	138.726	133.814	143.638	2.506	133.944	129.162	138.725	2.439
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	741	2208673	33.550	31.134	35.965	1.232	32.255	29.911	34.599	1.196
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	20	2208673	0.906	0.553	1.399	0.202	0.855	0.522	1.321	0.193
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	2303	2208673	104.271	100.012	108.529	2.173	100.824	96.675	104.974	2.117
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	347	2208673	15.711	14.058	17.364	0.843	14.865	13.287	16.443	0.805
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	1956	2208673	88.560	84.635	92.485	2.002	85.983	82.144	89.822	1.959
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other heart diseases (I26-I51)"	"GR113-064"	1487	2208673	67.325	63.903	70.747	1.746	66.369	62.975	69.763	1.732
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Heart failure (I50)"	"GR113-067"	430	2208673	19.469	17.629	21.309	0.939	19.443	17.600	21.285	0.940
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	1041	2208673	47.132	44.269	49.996	1.461	46.185	43.359	49.012	1.442
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	153	2208673	6.927	5.830	8.025	0.560	6.528	5.486	7.570	0.532
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	912	2208673	41.292	38.612	43.972	1.367	40.669	38.014	43.324	1.354
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Atherosclerosis (I70)"	"GR113-071"	17	2208673	Unreliable	0.448	1.232	0.187	Unreliable	0.433	1.191	0.181
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	206	2208673	9.327	8.053	10.601	0.650	9.109	7.857	10.361	0.639
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	126	2208673	5.705	4.709	6.701	0.508	5.542	4.567	6.517	0.497
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	80	2208673	3.622	2.872	4.508	0.405	3.578	2.833	4.459	0.402
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	33	2208673	1.494	1.028	2.098	0.260	1.425	0.975	2.012	0.251
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	340	2208673	15.394	13.758	17.030	0.835	15.103	13.489	16.718	0.824
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Influenza (J09-J11)"	"GR113-077"	41	2208673	1.856	1.332	2.518	0.290	1.845	1.318	2.512	0.290
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Pneumonia (J12-J18)"	"GR113-078"	299	2208673	13.538	12.003	15.072	0.783	13.276	11.763	14.789	0.772
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1193	2208673	54.014	50.949	57.079	1.564	52.726	49.716	55.737	1.536
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Emphysema (J43)"	"GR113-084"	61	2208673	2.762	2.113	3.548	0.354	2.576	1.966	3.316	0.333
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Asthma (J45-J46)"	"GR113-085"	22	2208673	0.996	0.624	1.508	0.212	1.017	0.637	1.540	0.219
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	1105	2208673	50.030	47.080	52.980	1.505	48.931	46.029	51.832	1.480
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	10	2208673	Unreliable	0.217	0.833	0.143	Unreliable	0.219	0.839	0.145
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	170	2208673	7.697	6.540	8.854	0.590	7.611	6.462	8.760	0.586
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	321	2208673	14.534	12.944	16.124	0.811	14.296	12.721	15.871	0.804
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Peptic ulcer (K25-K28)"	"GR113-090"	32	2208673	1.449	0.991	2.045	0.256	1.419	0.971	2.004	0.253
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Hernia (K40-K46)"	"GR113-092"	25	2208673	1.132	0.733	1.671	0.226	1.088	0.704	1.606	0.219
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	283	2208673	12.813	11.320	14.306	0.762	11.713	10.320	13.107	0.711
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Alcoholic liver disease (K70)"	"GR113-094"	176	2208673	7.969	6.791	9.146	0.601	7.179	6.094	8.265	0.554
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	107	2208673	4.845	3.927	5.762	0.468	4.541	3.668	5.413	0.445
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	39	2208673	1.766	1.256	2.414	0.283	1.768	1.257	2.416	0.284
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	310	2208673	14.036	12.473	15.598	0.797	13.962	12.403	15.522	0.796
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	23	2208673	1.041	0.660	1.563	0.217	1.025	0.650	1.538	0.215
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Renal failure (N17-N19)"	"GR113-100"	283	2208673	12.813	11.320	14.306	0.762	12.782	11.287	14.276	0.762
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Hyperplasia of prostate (N40)"	"GR113-103"	16	2208673	Unreliable	0.414	1.176	0.181	Unreliable	0.409	1.162	0.180
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	65	2208673	2.943	2.271	3.751	0.365	2.800	2.147	3.589	0.357
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	281	2208673	12.723	11.235	14.210	0.759	12.325	10.872	13.778	0.741
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other diseases (Residual) "	"GR113-111"	2777	2208673	125.732	121.055	130.408	2.386	123.826	119.186	128.465	2.367
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	1290	2208673	58.406	55.219	61.593	1.626	58.334	55.100	61.569	1.650
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	397	2208673	17.975	16.206	19.743	0.902	17.832	16.045	19.618	0.912
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	364	2208673	16.480	14.787	18.174	0.864	16.397	14.680	18.114	0.876
	"Minnesota"	"27"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	11	2208673	Unreliable	0.249	0.891	0.150	Unreliable	0.244	0.876	0.148
